_id,businessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,CITY,STATE,ZIP,Property_ID,Location
234,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,02-3-602.11-.12/3-302.12,*,Food Container Labels,10/18/07 15:17,Pass,2007-10-18T15:17:59,,300   CHELSEA ST,Charlestown/,MA,2129,0,
235,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,03-3-501.16(A),***,Cold Holding,10/18/07 15:17,Pass,2007-10-18T15:17:59,chicken 54F  discarded milk 54F,300   CHELSEA ST,Charlestown/,MA,2129,0,
236,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,10/18/07 15:17,Pass,2007-10-18T15:17:59,single continental running at 55F repair to run at 41 F or below,300   CHELSEA ST,Charlestown/,MA,2129,0,
237,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,10/18/07 15:17,Pass,2007-10-18T15:17:59,elevate food 6 inches off floor,300   CHELSEA ST,Charlestown/,MA,2129,0,
238,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,14-4-202.11,*,Food Contact Surfaces Design,10/18/07 15:17,Pass,2007-10-18T15:17:59,remove items from top of ice machine and clean interior of lid,300   CHELSEA ST,Charlestown/,MA,2129,0,
239,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,15-4-202.16,*,Non-Food Contact Surfaces,10/18/07 15:17,Pass,2007-10-18T15:17:59,remove cardboard from rolling rack,300   CHELSEA ST,Charlestown/,MA,2129,0,
240,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,22-4-601/602.11,**,Food Contact Surfaces Clean,10/18/07 15:17,Pass,2007-10-18T15:17:59,clean interior of cream dispenser,300   CHELSEA ST,Charlestown/,MA,2129,0,
241,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,27-5-103.11-.12,***,Hot and Cold Water,10/18/07 15:17,Pass,2007-10-18T15:17:59,handsink by deli no hot water,300   CHELSEA ST,Charlestown/,MA,2129,0,
242,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,31-5-204/05.11,***,Location  Accessible,10/18/07 15:17,Pass,2007-10-18T15:17:59,handsink used to fill pan of water 2/ renove food from below/ beside handsink,300   CHELSEA ST,Charlestown/,MA,2129,0,
243,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,10/18/07 11:56,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,10/18/07 15:17,Pass,2007-10-18T15:17:59,clean light shields of dust over food prep,300   CHELSEA ST,Charlestown/,MA,2129,0,
244,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/20/08 14:28,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
245,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,8/12/08 9:13,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
246,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,1/13/09 10:07,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
247,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,6/24/09 9:45,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
248,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,6/13/11 13:34,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,6/13/11 13:34,Pass,2011-06-13T15:11:30,Provide proper internal temperature to open faced sandwich cooler in front service area. (50F). Properly maintain all refrigeration at 41F or below at all times.,300   CHELSEA ST,Charlestown/,MA,2129,0,
249,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,6/13/11 13:34,29-5-201/02.11,*,Installed and Maintained,6/13/11 13:34,Pass,2011-06-13T15:11:30,Provide proper and adequate temperature to hot water at all sinks in kitchen (140F). Hot water temperature should not exceed 110F - 115F.,300   CHELSEA ST,Charlestown/,MA,2129,0,
250,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,4/17/12 11:27,14-4-202.11,*,Food Contact Surfaces Design,4/17/12 11:27,Pass,2012-04-18T08:00:34,Clean interior of ice machine and replace rusted screws.,300   CHELSEA ST,Charlestown/,MA,2129,0,
251,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,4/17/12 11:27,22-4-601/602.11,**,Food Contact Surfaces Clean,4/17/12 11:27,Pass,2012-04-18T08:00:34,Kitchen-clean mixer.,300   CHELSEA ST,Charlestown/,MA,2129,0,
252,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,4/17/12 11:27,23-4-602.13,*,Non-Food Contact Surfaces Clean,4/17/12 11:27,Pass,2012-04-18T08:00:34,Clean vents in soda reach in.,300   CHELSEA ST,Charlestown/,MA,2129,0,
253,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,4/17/12 11:27,36-6-501.11-.12,*,Improper Maintenance of Floors,4/17/12 11:27,Pass,2012-04-18T08:00:34,Walk in freezer-clean floor,300   CHELSEA ST,Charlestown/,MA,2129,0,
254,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,4/17/12 11:27,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,4/17/12 11:27,Pass,2012-04-18T08:00:34,Walk in - Remove plastic from culms:,300   CHELSEA ST,Charlestown/,MA,2129,0,
255,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,01-3-602.11 B2,***,Labeling of Ingredients,2/6/14 11:15,Pass,2014-02-07T08:32:58,Granola and some nut based sprinkles are being stored in food containers for self - service use by the ice cream machine - label as discussed,300   CHELSEA ST,Charlestown/,MA,2129,0,
256,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,06-3-501.13,*,PHF's Properly Thawed,2/6/14 11:15,Pass,2014-02-07T08:32:58,Thawing out raw chicken in stagnant water - thaw as discussed,300   CHELSEA ST,Charlestown/,MA,2129,0,
257,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,08-3-305-307.11,*,Food Protection,2/6/14 11:15,Pass,2014-02-07T08:32:58,Cover exposed foods during extended periods of refrigeration storage,300   CHELSEA ST,Charlestown/,MA,2129,0,
258,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,22-4-601/602.11,**,Food Contact Surfaces Clean,2/6/14 11:15,Pass,2014-02-07T08:32:58,Nozzles [ dispensing part ]  on the ice cream machine have signs of visible biult up dairy soils  - clean to remove all visible soils Clean nozzles on the milk dispenser from visible soils,300   CHELSEA ST,Charlestown/,MA,2129,0,
259,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/6/14 11:15,Pass,2014-02-07T08:32:58,Clean exterior of ice cream machine - exterior of milk dispenser - exterior of all cooking equipment - inside / outside of all refrigeration units from old food spills  stains and soils,300   CHELSEA ST,Charlestown/,MA,2129,0,
260,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,2/6/14 11:15,42-6-501.113/.114,*,Premises Maintained,2/6/14 11:15,Pass,2014-02-07T08:32:58,Elevate soiled mop off the floor when not in use,300   CHELSEA ST,Charlestown/,MA,2129,0,
261,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,1/12/15 11:43,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
262,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,9/2/15 11:36,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
263,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,5/31/16 14:28,01-3-602.11 B2,***,Labeling of Ingredients,5/31/16 14:28,Pass,2016-06-01T08:12:11,Slices of cake in grab and go without labels / Provide proper labels with ingredients.,300   CHELSEA ST,Charlestown/,MA,2129,0,
264,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,5/31/16 14:28,03-3-501.16(A),***,Cold Holding,5/31/16 14:28,Pass,2016-06-01T08:12:11,Turkey panini sandwiches in cold cabinet 54F   turkey at salad bar 45F  Tuna salad 45F / Provide proper cold holding temperatures.,300   CHELSEA ST,Charlestown/,MA,2129,0,
265,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,11/29/16 9:17,01-3-602.11 B2,***,Labeling of Ingredients,11/29/16 9:17,Pass,2016-11-30T09:19:49,Grab and go / Self service cookies  brownies and breakfast pastries must have labels with all ingredients on the package / Provide,300   CHELSEA ST,Charlestown/,MA,2129,0,
266,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,11/29/16 9:17,03-3-501.16(A),***,Cold Holding,11/29/16 9:17,Pass,2016-11-30T09:19:49,Sandwiches @ deli reach in55F / manager moved to proper refrigeration after being in unit for 30 minutes / Provide proper cold holding temperatures,300   CHELSEA ST,Charlestown/,MA,2129,0,
267,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,11/29/16 9:17,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,11/29/16 9:17,Pass,2016-11-30T09:19:49,Sandwich deli case 60F  door is not closing properly / Repair to provide 41F or below,300   CHELSEA ST,Charlestown/,MA,2129,0,
268,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,6/28/17 11:10,,,,,,None,,300   CHELSEA ST,Charlestown/,MA,2129,0,
269,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,11/13/17 13:28,03-3-501.16(A),***,Cold Holding,11/13/17 13:28,Pass,2017-11-15T08:09:22,Seafood salad 45F  Turkey pasta salad 48F  Hard boiled eggs 50F  Ham 50F / All items were removed from salad bar.  Salad bar is open from 11:30-2:30pm / Discussed properly chilling all foods before going out to the salad bar and using stainless steel containers instead of plastic. Also discussed ensuring items are not left out at room temperature for an extended period of time while setting up the salad bar. / Provide proper cold holding temperatures.,300   CHELSEA ST,Charlestown/,MA,2129,0,
270,149 Eat Street,,,Mass. General Hospital Joan Shea Sr. Mgr.,,28288,2/27/12 8:47,12/31/18 23:59,Active,FS,Eating & Drinking,HE_Pass,11/13/17 13:28,29-5-201/02.11,*,Installed and Maintained,11/13/17 13:28,Pass,2017-11-15T08:09:22,Floor trap drain leaking / Repair,300   CHELSEA ST,Charlestown/,MA,2129,0,
271,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,03-3-403.11,***,Reheating,4/3/08 8:43,Fail,None,Soup is being reheated on the steam wells and the temperature is 120F at time of service. Provide a proper method for reheating food.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
272,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,03-3-501.16,***,Hot Holding,4/3/08 8:43,Fail,None,The hot holding cabinet in grill area:  Chicken is held at 134F. Provide proper hot holding of 140F or above. The hot holding pork temperature is 80F. Provide proper hot holding temperature of 140F or above.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
273,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,4/3/08 8:43,Fail,None,Pasta cooked earlier in the day is 50F and cooling in deep plastic container. Provide proper cooling methods to ensure that items cool properly.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
274,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,08-3-305-307.11,*,Food Protection,4/3/08 8:43,Fail,None,"The garlic and ginger mixture stored at room temperature with a ""Keep Refrigerated"" label.  Store items properly.",150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
275,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,15-4-202.16,*,Non-Food Contact Surfaces,4/3/08 8:43,Fail,None,Refrigerator gaskets are not providing a tight seal. Repair to provide a seal for refrigerators. Dry storage room: Food products are stored on milk crates. Provide food grade shelving to store products.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
276,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,20-4-703.11,***,Food Contact Surfaces Clean,4/3/08 8:43,Fail,None,The three compartment sink is setup wit less than 200 ppm quats. Provide proper sanitizer levels.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
277,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,4/3/08 8:43,Fail,None,Carbon buildup along hood vent filters. Clean to remove.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
278,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,41-7-201/04.11,***,Separation/Sanitizer Criteria,4/3/08 8:43,Fail,None,Quat sanitizer is setup over 400 ppm. Provide proper sanitizer levels.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
279,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,3/27/08 8:31,590.009(E),*,Anti-Choking,4/3/08 8:43,Fail,None,,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
280,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,9/9/08 12:01,03-3-501.16,***,Hot Holding,9/10/08 8:44,Fail,None,Chicken in hot holding unit is 100 F. Provide proper hot holding of 140 F or above.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
281,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,9/9/08 12:01,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,9/10/08 8:44,Fail,None,Ice wells are not filled high enough to keep food cold. Provide enough ice to maintain temperature. Pasta cooked that morning is cooling in deep covered containers. Provide proper cooling. Garlic and oil mixture is stored at room temperature. Store under refrigeration.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
282,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,9/9/08 12:01,10-3-304.12,*,Food Utensil Storage,9/10/08 8:44,Fail,None,Utensils are stored in sanitizer buckets. Store utensils properly.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
283,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,9/9/08 12:01,31-5-203.11,***,Number  Convenient,9/10/08 8:44,Fail,None,The handsink next to the grill is blocked with equipment. Remove to provide access.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
284,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,9/9/08 12:01,41-7-201/04.11,***,Separation/Sanitizer Criteria,9/10/08 8:44,Fail,None,Wiping cloths are stored in over 400 ppm of Quats. Provide proper sanitizer levels.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
285,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,10/9/09 16:41,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,10/13/09 8:32,Fail,None,The staff cook approximately 8 plastic bins of pasta and 90 pounds of chicken each day.  The pasta is rinsed with cold water before packing it into the plastic bins and stacking it within the beverage cooler in the rear storage area.  The chicken is grilled  diced and placed into hot holding or metal containers within the pasta station reach-in refrigerator.  Bulk pasta and chicken temperatures measured 50 to 55 degrees F  five to seven hours after cooking.  Whereas all of the existing cooking equipment is full  either additional equipment is required or current cooling methods need to be modified to provide proper product cooling.  Review current methods and provide a revised plan of action to BISD at the reinspection.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
286,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,10/9/09 16:41,29-5-201/02.11,*,Installed and Maintained,10/13/09 8:32,Fail,None,The hot water faucet to the grill's hand sink is not functioning. The faucet must be repaired.  Staff were observed to be utilizing the sink for handwashing.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
287,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,12/14/10 11:22,02-3-602.11-.12/3-302.12,*,Food Container Labels,12/14/10 11:22,Fail,None,provide labeling for packaged foods,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
288,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,12/14/10 11:22,17-4-204.112/.115,*,Equipment Thermometers,12/14/10 11:22,Fail,None,provide to 2 door bev air,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
289,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_Fail,12/14/10 11:22,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,12/14/10 11:22,Fail,None,clean ceiling of dust build up,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
290,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,03-3-403.11,***,Reheating,4/3/08 15:28,Pass,2008-04-03T15:28:11,Soup is being reheated on the steam wells and the temperature is 120F at time of service. Provide a proper method for reheating food.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
291,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,03-3-501.16,***,Hot Holding,4/3/08 15:28,Pass,2008-04-03T15:28:11,The hot holding cabinet in grill area:  Chicken is held at 134F. Provide proper hot holding of 140F or above. The hot holding pork temperature is 80F. Provide proper hot holding temperature of 140F or above.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
292,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,4/3/08 15:28,Pass,2008-04-03T15:28:11,Pasta cooked earlier in the day is 50F and cooling in deep plastic container. Provide proper cooling methods to ensure that items cool properly.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
293,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,08-3-305-307.11,*,Food Protection,4/3/08 15:28,Pass,2008-04-03T15:28:11,"The garlic and ginger mixture stored at room temperature with a ""Keep Refrigerated"" label.  Store items properly.",150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
294,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,15-4-202.16,*,Non-Food Contact Surfaces,4/3/08 15:28,Pass,2008-04-03T15:28:11,Refrigerator gaskets are not providing a tight seal. Repair to provide a seal for refrigerators. Dry storage room: Food products are stored on milk crates. Provide food grade shelving to store products.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
295,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,20-4-703.11,***,Food Contact Surfaces Clean,4/3/08 15:28,Pass,2008-04-03T15:28:11,The three compartment sink is setup wit less than 200 ppm quats. Provide proper sanitizer levels.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
296,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,4/3/08 15:28,Fail,None,Carbon buildup along hood vent filters. Clean to remove.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
297,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,41-7-201/04.11,***,Separation/Sanitizer Criteria,4/3/08 15:28,Pass,2008-04-03T15:28:11,Quat sanitizer is setup over 400 ppm. Provide proper sanitizer levels.,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
298,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_FailExt,4/3/08 11:07,590.009(E),*,Anti-Choking,4/3/08 15:28,Fail,None,,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
299,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_NotReq,12/30/12 0:00,,,,,,None,,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
300,150 Boylston St. Dining Room @ Emerson College,,EMERSON COLLEGE,Aramark,,29381,2/6/12 12:45,12/31/13 23:59,Inactive,FS,Eating & Drinking,HE_NotReq,12/30/13 0:00,,,,,,None,,150   Boylston ST,Boston,MA,2116,18104,"(42.352266000, -71.066497000)"
